"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5932059495681","18.3046873736158","10.0669319753621","0.134479696268457","2.81343465185566","1.11185560632529","0.49219478038809","2.75152351032429","-0.292643137693034","-2.73386429761131","2.97839664366641","-0.487159557964318","-0.12596572599432","6.51922376579444","3.21240568796392","-1.62809915245946","-0.0338394415310148","5.02691151582482","-2.93082349408309","-0.673257700327071","2.32267757939195","1.06177235220186","-12.2749362798142","-2.95695264975568","2.61052505937265","-2.4846479774957","4.85527943148365","-2.62961535972701","-1.63575344980413","0.951537824831789","7.04065746506117","2.23442876498228","-2.496550426491","-25.7932294186771","25.154963851554","8.91230807871956","4.2161321395799","",
"Africa Eastern and Southern","AFE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-2.13293956795061","5.00877747715982","2.79438553892109","1.82957492844722","2.24580497318956","1.91742173886358","2.4184860178478","1.18589194697003","2.09868220991642","-1.74435672778478","2.47783293958996","-0.109085829294415","1.59552219484189","2.38420442781786","-1.51570330078567","-0.56144615413416","-1.70055638210161","-1.48110297397604","-0.240395345334917","2.34842566465892","0.846006707808655","-2.85926869652116","-3.0459759567416","0.27625621708502","-3.09035235971909","-0.74403584460228","0.885471249637789","1.2888190660487","-0.164985160819469","-2.6549556697515","-2.80608028137624","-4.91386183513899","-3.31455670231567","-0.742939093349349","1.61005563991601","2.70141999746618","1.21370769947124","-0.849750122936925","-0.0080938121918166","0.56787318885992","0.860484299547309","1.16106926678485","0.291535063826871","2.80286242894421","3.37737136230763","3.76971707027904","3.81487410207772","1.56197572031891","-1.83156595891342","2.3699849053211","1.30250042319982","-0.936576676591102","1.48985429686644","1.23938174112168","0.262663002146752","-0.46742082465606","0.0184641811046902","-0.104064111229988","-0.543714731993802","-5.44702113228222","1.82959732231033","0.905330140015167","-0.645083897665742","0.256613278362906",
"Afghanistan","AFG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.1194841059326","22.0201902696299","2.34567163632688","-2.14821228495553","7.38337728197978","1.13248505528998","11.6923032922081","1.6772791560615","17.0438963216074","11.0550305527288","-3.21329500579925","8.27936899310519","2.0520682606117","-0.939984755736006","-1.66505744749013","-0.300121027406746","-0.195569548342789","-1.71374269254262","0.856294729087764","-5.38251464221077","-22.5844818732987","-7.57666891152213","0.10609280092082","",
"Africa Western and Central","AFW","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-0.251141816867701","1.53839594085545","4.74144564028498","3.08762019786435","1.82372021538832","-3.70350682204065","-11.0058181345858","-0.751911405547858","12.4626492605169","14.6105985055871","7.8159391979798","0.655532878623461","1.36358048212573","7.15378972600689","-4.66300551305469","5.52585300235972","1.74834257794187","-4.62038396530976","2.07052222736502","-0.939980942799764","-9.31975799573304","-5.99137907758282","-8.77939491693139","-2.07261993627607","2.55221932488882","-1.40131052209229","-1.30958078531511","1.8420887828394","-1.0535770569541","2.92100131188182","-1.56898508846868","-0.431975610897055","-3.99101635114779","-2.8954738520853","-0.876447124097851","1.8209733957343","1.60252624027679","0.800823074189381","-1.20767995585264","1.02438093240183","2.30051954915386","6.92086640919416","2.6673997282076","5.07998224302493","2.94694021657421","2.41943623710358","2.56670015812605","3.31473735565385","3.20309998497927","4.09023808244575","2.02559077291575","2.25663189734959","3.1714126405496","2.86522092946572","0.186777383229455","-2.44845074351349","-0.355460041467396","0.330192195180288","0.792526323823935","-3.32174462925346","1.59974570883409","1.57804619883059","0.920848215901302","1.7071934621577",
"Angola","AGO","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-7.81953767077424","-3.61121699593035","0.398925562456398","2.14350685089642","-0.238221364131419","-0.756799921119068","0.529253267498703","2.57767901918209","-3.31670877387496","-6.67052697297514","-2.34465271095358","-8.87134519094992","-26.3741958805223","-1.89306801134029","11.2224490340233","9.76893815229339","3.69291015107152","1.2453317264635","-1.13079877894916","-0.302928309232016","0.769184668379879","9.85780236264033","-0.545677504743708","7.03277266902487","10.9112436267704","7.51431491457519","9.82194382769093","7.04803548922715","-2.90228933630272","0.45432400635525","-0.473683326061277","4.40758705942397","0.990675718833643","0.981943967654047","-2.63070183214901","-6.00264868319587","-3.62075768171319","-4.6659699174492","-4.01001733670611","-8.67207617426551","-1.96959068680444","-0.143628267802001","-1.98829331292345","1.29293065625025",
"Albania","ALB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","3.64864854723079","0.79584007109321","-1.01680217228541","-3.30749720231947","-0.290595348322213","3.61465554406625","-2.74949637948959","-3.26252233446826","6.92361728508746","-11.1879052989609","-27.566820834883","-6.62255120696442","10.2299493392305","8.96976165854495","14.0244959350984","8.00551384353483","-11.1576605254893","8.99380682261059","12.9639268824224","8.14996793452505","9.89019357107392","4.94262296313663","5.72810598121802","5.70712308403314","5.67025027957055","6.68998139667232","7.30798262922809","7.73056161381389","3.38511539501225","3.48564808644622","2.73953255678821","1.15104401333457","1.89373834041304","2.45213157165934","2.52583093525412","4.07519842345548","3.37821153577109","3.92752570942996","2.4982994465818","-2.75698023547982","9.98433057956316","6.10894789534866","5.13712355330536","5.16252191527128",
"Andorra","AND","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","-2.50058905847796","1.01262363185526","0.905266180764357","-0.876786144946138","-5.40568774889164","-2.53240665067025","-2.65439397848357","-3.61402424680732","-4.53971970772865","-2.00736097927725","-3.85913536256933","-2.91946873272366","-2.74825922222037","-2.32782592052799","-1.30213488514967","-1.05661369805985","1.29670922958218","1.34490703710843","2.33371642842843","-0.119515604880633","-4.81916904530696","-4.99409016591666","-5.83663168981438","0.259838841219207","3.8829592914651","4.53197827144704","7.86067895733267","2.11836793796665","3.57945484802578","3.56776571144128","7.84516813384302","3.51828473360374","4.03270748560267","1.09540001410325","1.18302768739022","1.95883002800001","-1.2896115123411","-7.38929878788132","-5.74648545856505","1.88988084312282","3.7495175357235","-3.80075429834201","-1.44394540350855","4.52989381717444","3.63079793724701","3.69962046811506","-1.80605703312767","-0.30211930399588","0.265352820614368","-12.2238384935431","6.92704485233561","7.72123800096536","1.1232590791063","2.00678445056737",
"Arab World","ARB","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","3.80132114828655","7.64321552123084","4.38770051311614","19.4552660870853","4.47043157033218","10.7487560090182","10.0428483780818","7.29668903281222","-3.06019077395196","10.7328591622713","3.324731930251","-0.395516112644913","6.83646659036437","2.67983368487489","-2.32624167769619","-8.85936199366823","-6.74419607314422","-1.88250780733416","-3.8478085668288","-3.77217799174761","-2.69459989404436","0.450816902357488","1.07854076703167","4.36870651354701","-2.96174650132478","3.86823159158661","0.42641107494137","0.562137480493277","0.239123822645013","2.29192702161731","2.94280835049399","2.25693693111737","0.345002163689756","3.80851584031994","-0.35019437389721","-1.17291419581677","1.88678392820188","6.56677659803644","3.0946470614784","3.74282919837685","2.00082548391866","2.91583149640068","-1.8147729924666","2.76677365953439","1.41889781336127","2.62269960576933","0.053582125207015","0.211863763345349","0.786178974796513","1.17700571499661","-0.413328594565883","0.834304600490583","-0.169697468589675","-6.73913692652096","2.83541018731219","4.56530790302052","-0.759812749665002","-0.610337907016145",
"United Arab Emirates","ARE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","16.8394317490105","21.0226998042103","55.8235293190943","2.16348157119558","-4.29424918770387","2.71277066030737","5.30752850874802","-13.6362351739874","7.30178800472991","11.2287422135124","-3.34878165961435","-12.0388671719968","-10.061387988948","-1.61328212311689","-8.62600846774586","-20.143466914837","-3.63567371623506","-8.84606129859837","5.55544428199839","11.5726645148372","-4.58878497796957","-1.93799997086099","-3.63136091579916","2.02491526781952","2.02215215126265","-0.836570707044842","-0.251832471408321","-7.06429544482179","-4.20539217851935","3.63193280286309","-4.86457732769436","-3.6045063779694","2.68556331171166","3.7155106928226","-0.445687772577458","2.2874430309539","-8.10764986229206","-7.9093516619044","-10.9561860264528","-0.804617484632033","2.7072485035069","-2.12798722685963","0.937160700846491","-0.570027636341791","1.18960692010258","0.483038734943889","-2.41185607088708","-0.0245088229496133","0.0477460176562943","-4.50466762459189","2.45717457268877","2.17608343758344","-0.42151086272419","0.0103741735602938",
"Argentina","ARG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.69719814247078","-2.48121195562244","-6.85164319621322","8.3710623352716","8.85345574605236","-2.16954271817043","1.62972299154983","3.23085080817873","8.00868538956887","1.45058523570245","4.00782333157468","0.0320089147512164","1.16290357603461","3.81225224716344","-1.62320618621685","-3.53995334802055","5.25406554729264","-6.0207877961285","8.47665216535873","-0.0856397028385061","-6.69655885721481","-2.31535975378387","2.69083801550656","-0.0338209216825902","-6.66838660626058","4.51505097092362","1.1301429501441","-2.61112478271322","-8.56786939027158","-3.91119229289714","7.57513507305919","6.45332357113911","6.75211494763417","4.42731162216963","-4.10993598659498","4.20805017284493","6.80582114293425","2.63654066984506","-4.49306655170841","-1.90684139222867","-5.45263903304014","-11.8423138177008","7.71839038006088","7.92951713016532","7.73898107569444","6.94185160089025","7.93261011269163","3.00856892610517","-6.9103121153056","8.96819672899282","4.88127252804149","-2.0383253093713","1.39351266056681","-3.51326421042003","1.66091253843923","-3.02450095578762","1.91639608148853","-3.41553683867816","-2.69506723533574","-10.3361096878518","10.1485599877349","5.04819532337936","-1.89294979737558","-2.05840275449496",
"Armenia","ARM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.2111499901537","-41.1137635319795","-5.66973360505507","8.17931421395623","8.74315812160908","6.79679451868454","4.35375293195368","8.56710543978232","4.64095231749397","4.13075887426186","9.91735475361723","13.6245265308361","14.6197014940959","11.1144901880771","14.5697018806234","13.8986537041733","14.4208244850475","7.60294775074826","-13.5088421403002","2.91158696816194","5.28437530828725","7.33470454115984","3.37178358702843","3.88187670110254","3.51599547257022","0.611877151180408","7.96544606461424","5.56850117850011","7.83608438672164","-7.16866452731679","5.77142760758333","12.3383335576379","8.47902034166535","3.48421625230606",
"American Samoa","ASM","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12678985497159","0.68022053736145","-0.0545952701160815","-3.68497685539259","2.32559828018989","-2.16041177422564","-3.6489098592902","0.84468159199173","0.606612624100549","-3.62202258510453","-1.62801355404956","2.79061243809868","4.29662336687659","-0.488137584297121","-5.79936404816848","4.03850712136055","0.897584681397618","5.3517874262504","0.297884820349225","3.59327606262792","","",
"Antigua and Barbuda","ATG","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","4.09662815534941","7.68260225929458","7.76127835512368","3.57042439618608","-0.268580068501166","5.12204706420198","10.2535226083518","8.12880918168268","12.0400709213822","7.17639021932308","5.74727601654992","5.74760641106589","3.43486298151443","1.6594153249851","-0.43883830028318","3.38094182895334","4.67192490428931","-6.24765118209551","4.42573962263424","3.33223171042644","2.76572360104406","1.94235195854947","4.43708445751554","-5.99992111346744","-0.235736724833515","4.91622766558386","4.64519467801469","5.28070690333209","11.3196408319242","7.84344693304287","-1.47076894898352","-13.2817680568047","-9.0794536101368","-3.10800074739414","2.27378133147778","-1.50846791062001","1.39120573166151","0.691094824520249","3.47228425039911","2.1461875762954","6.17448976886325","2.67761319425004","-19.2945462845167","7.58367481372255","8.53077119658229","1.90488641843235","3.82019143947201",
"Australia","AUS","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","0.463351329917245","-1.14808055218747","4.19855718570155","4.90130007361196","3.92344817814634","0.0679868744702929","4.97144983266145","3.25594473577753","4.82807613692387","5.08479608833392","0.543808090553171","2.01787415835926","1.06266350469835","1.50500394122852","0.0957867236811154","1.56496611704836","2.43449712405919","-0.272989275205077","2.93205952043947","1.78733389600545","1.73854470077819","1.54942787951435","-3.55329833455862","3.34555850570975","3.88534344407061","2.47327841377252","1.01135337400945","4.04154229993129","2.12970908863994","2.0557054222491","-1.64395163608239","-0.689832363962793","3.12529541270305","2.98376796241043","2.73533229601546","2.61075293623199","2.79492575571827","3.62518181751807","3.8849685552909","2.73892956618373","0.723509653715439","2.80347962904044","1.91181254513451","3.1158569222052","1.90609317064833","1.37802725495408","1.89663870701868","1.53115006701066","-0.185790579384147","0.642043486475501","0.993946506952952","2.11825529215481","0.851364693358519","1.07636325622693","0.729964314626955","1.16681538734224","0.609016553617764","1.35086613147908","0.673067165560809","-1.34397743292375","1.96739983729857","2.92410064137691","0.964385754176206","-0.627097846487104",
"Austria","AUT","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","4.96071718349167","2.02146966677638","3.47146615932409","5.41933601415174","2.81001278561541","4.90447900377819","2.2410097584837","3.93124182887794","5.90949592643453","6.74943456785346","4.64694258702778","5.59238102009265","4.31090644461429","3.76537315680999","-0.0990304305082361","4.76336934989831","5.03964822542808","-0.129830444595243","5.5364479723966","1.73137769291853","-0.398620558135931","1.938121352414","3.13962788748358","0.0575734873694387","2.45056602359712","2.23640193792993","1.29304520975597","3.14974642661939","3.42010175394032","3.55354808185622","2.41398616813638","0.976092051303695","-0.298753799856229","2.00876130503556","2.51091305108029","2.07784870159793","2.03015241563726","3.3793812628262","3.56023814714031","2.94168464206538","0.929888060915275","0.986311683800295","0.650068295894712","1.93089688878541","1.62565909591297","2.75962370061296","3.43938549159965","1.13621131218787","-3.83849307623562","1.56453337880819","2.5811033185299","0.170488694211613","-0.836906795346636","-0.0285805465757676","0.174259722821304","1.01887723192984","1.56430689663536","1.98626296400239","1.30350317565873","-6.70639361073974","4.33975839929197","4.27593327942937","-1.93014566427215","-1.67659441879363",
"Azerbaijan","AZE","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.01238310352751","-23.7612021557258","-24.2568641648081","-20.7755585486808","-12.8134294386306","0.280213889570334","4.78428235238688","8.96088676293809","6.46158407611676","10.1910292674816","9.05182186490225","8.62535113851197","9.37646097029317","8.30153801248458","26.6600947307444","32.9970663204964","24.0486789316636","8.29339079060354","7.12223873867468","3.54945565734815","-2.8471829529599","0.85388605157199","4.48320302714377","1.52243157217873","-0.147024803718438","-4.1411749032482","-0.824348483224085","0.624884409708869","1.61582957425298","-4.85235154597305","5.15148935615073","4.67331801395174","1.23267975524143","3.57269253001031",
"Burundi","BDI","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","-15.9019652409847","6.3318748882984","1.96499713773683","3.28867021830364","1.13032095040056","2.12302317412258","10.9686441322188","-2.64849014689527","-3.57614475347991","18.7193093811323","0.279710021469654","-6.39979892230961","7.04106910814075","-3.18211193978914","-1.76931158421134","5.55134642737933","8.64448041839579","-3.76126591931222","-0.830806952552152","-3.15980759837527","7.68491382091901","-3.49220029296362","0.973082536740648","-2.24212742745944","9.39438422223908","1.33043364051353","3.12328954639813","2.7300748439757","-0.620899444131396","1.36304401339021","2.84668515883749","-1.65473544627476","-3.24124864614819","-4.45293293605653","-13.2699852268517","-8.06350047055535","-1.5824774393535","2.76802982431101","-3.35382029606878","-2.89542791949714","-0.469619802706177","1.54204707066606","-4.2953882781394","0.997721140754805","-2.77894802793541","1.68473642542624","-0.304003263183887","0.62363540934362","-1.31554958036219","0.316683987792786","0.376420688135681","0.785222153908791","1.2223333200408","0.761607165878431","-6.0555037727019","-2.29687891726527","-1.83469166312712","-1.41180762339103","-1.47633483230206","-2.54898078724676","0.329205802983878","-0.86993082464484","-0.0969643320477758","0.849391039840256",
"Belgium","BEL","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","4.6302571341075","4.79403451766467","3.57435354079981","5.94913935630518","2.62444466112024","2.46146245343834","3.29157574176899","3.78504436430798","6.32828364655975","6.24784551324447","3.79648865623842","4.88408816782433","6.04748854154225","4.23677802982603","-2.24882996195586","5.46414014877136","0.501978435124244","2.74599011598598","2.24912760560818","4.32900829107655","-0.276653761516926","0.622329065147227","0.319812571005968","2.46792120866535","1.62151904693751","1.78646985792142","2.21947823908795","4.39079485847489","3.09399911803459","2.8302678771237","1.45537186156888","1.11956566849732","-1.34799947777529","2.90931869867012","2.17055024299408","1.12365026891848","3.54280305613241","1.74434797656973","3.30568109675036","3.46547823151502","0.752467698420773","1.25199428184297","0.615852527269695","3.1239312841995","1.76045646457337","1.87817418916214","2.91838151983706","-0.343476136908251","-2.69253471722568","1.77618341639121","0.613616927857308","-0.403775116080638","-0.166173060728624","1.31477462306464","0.887876358046185","0.682454832714654","1.08431151262542","1.41528937457539","1.89071932044187","-5.20244011003201","5.77134564278701","3.42016830765408","0.281207552235884","0.258325283022586",
"Benin","BEN","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","1.45114408357531","-5.11105170438546","2.82528075783458","4.63548010020787","3.2347817246031","1.50086168721739","-0.986093720140261","1.67436552121521","0.682677457774645","-0.128531727614345","-3.68732525193842","4.01165780455808","1.30726050101147","0.907300354118718","-7.18018223829337","-1.59445639492239","2.34673007253691","-1.33472073423174","3.7395567852373","3.87849215726132","6.87596456703679","-0.674353710936487","-7.08354719040462","4.82079328816913","4.39975049700094","-0.831611571775994","-4.42457315499306","0.30652753344971","-5.78117364233306","5.67842480823693","1.05989406490245","-0.174577693605642","1.24312443544126","-1.72472268031545","3.82668355558341","1.62986021443862","2.65891588399134","0.80483062510794","2.1324003787548","2.65043149973154","2.16452439056758","1.50964025698303","0.336976510869505","1.28077994352564","-1.51043339492205","0.750089697773319","2.9001757042866","1.77647069609412","-0.703743155603306","-0.888244805144353","-0.0571230167535077","1.74647753021327","4.076668026964","3.26077217060734","-1.18432043750336","0.361166139903119","2.67041720047298","3.73701554279164","3.98211326561793","1.12020264806804","4.41335435119757","3.58043408047179","3.70332512754182","4.84017869082697",
"Burkina Faso","BFA","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","2.55023265344265","4.58749878804011","-2.73014695828537","0.72143838526857","2.11732800572504","-1.09580812913819","7.01689650698381","1.31516494204224","0.276666588750047","-1.61623152218708","-0.322395573174092","0.563182490208192","-1.32950738728137","6.25587535382763","0.943213343373543","6.23539748425739","-1.94188225017315","2.03269818912379","1.01443822481875","-1.87246341521055","1.44648885946128","6.57803533543047","-2.45706355273177","-4.57317259505054","5.4289492547686","4.95223507393075","-2.92901265412704","2.99068268379408","-0.526129444179062","-3.18766193398135","6.33847249922952","-2.20972690363685","0.920491455019118","-1.20776072545993","3.04032535754941","8.20998110484305","3.61102243460883","4.38231550291239","4.29384816238002","-1.10710660159205","3.40975770830711","1.17736897014072","4.49294688106092","1.24360966999572","5.29574030906821","2.98889211912471","1.00131276742226","2.73663676272773","-0.000227773519867469","5.31934915891263","3.51633623623128","3.28878346500349","2.66508275857795","1.27047655599692","0.888259827767996","2.9035090911533","3.21640521697573","3.76772678322459","3.24391866186016","-0.443420002406739","4.43100540861892","-0.819552931034835","0.649577989543943","2.65344372427947",
"Bangladesh","BGD","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","3.11041971905573","2.43477384125657","-3.31559302385679","7.76033319575897","-1.31822516540159","-0.372470692121908","-4.72039172988215","6.313411168743","-1.61576476400852","2.92079667006378","-7.11748025644755","-15.6125172381123","0.409364379671672","6.5326988625076","-6.57057421501683","3.01376173963934","0.149792973513058","4.49252820443358","2.30715778158729","-1.56496896529997","4.51854466481316","-0.629252594549101","1.13444624118337","2.14633009039818","0.828029751172664","1.75594933819035","1.4749596769563","0.260566560580443","0.752490665566441","3.54080541439843","1.52679628840617","3.47383819956345","2.7790785666494","1.98156571211732","3.18589383291992","2.62954460746047","2.57102378007102","3.20995244419584","2.70069249240193","3.38671358983686","3.34027882244948","2.24286058481829","3.22632477639362","3.81635685042457","5.20131368672413","5.44042881455881","5.91320275589507","4.96057170242533","4.07076421640669","4.65046297355514","5.501503282369","5.50548020192592","5.02341839695075","5.09905460197942","5.60449539732434","6.16181560014782","5.68710307010265","6.44197494702485","6.97264399779152","2.58647816564581","6.07069417020969","6.00847462887278","4.4907040939439","2.96499837954917",
"Bulgaria","BGR","GDP per capita growth (annual %)","NY.GDP.PCAP.KD.ZG","","","","","","","","","","","","","","","","","","","","","","4.55114422945113","2.03229416414521","3.17252088190827","3.15480736579876","2.6849533954788","4.23524126828212","5.89861249442025","10.8200908465449","-2.15169070515859","-7.46320765365316","-7.53406885746301","-6.27126388892331","-0.691213573224346","2.16435885208668","3.32118683454215","5.74936943822505","-13.5909223773469","4.48402377073305","-7.88107317720096","5.10505578940304","5.91116032311277","8.19521644540045","6.07406173618912","7.31740431202658","7.86550192097609","7.61684923191284","7.44148862736087","6.87712691687372","-2.72241467470245","2.22607879962553","2.74691033630859","1.33406609476458","1.48366063661148","2.18296491228091","4.72028572951304","4.37288216096772","4.11523925885024","3.96557892268434","5.26444792337858","-2.24016707410934","8.49936745511968","4.7179402574691","2.1792184519766","2.84640427654411",
